month,CDIcomp,CDIprod,CDInounprod,noCDI,CDInouncomp,CHI,CHItypes,obs_1stpoint_mo,obs_1stprodN_mo,obs_1stprod_any_mo,obs_walk3_mo,obs_walk10_mo,rep_1stpoint_mo,rep_1stprodN_mo,rep_1stprod_any_mo,rep_walk3_mo,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,subj
9,15,0,0,FALSE,9,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,639
10,34,0,0,FALSE,21,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,639
11,53,1,0,FALSE,29,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,639
12,76,2,0,FALSE,41,3,3,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,639
13,88,2,0,FALSE,47,1,1,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,639
14,118,2,0,FALSE,66,1,1,11,12,11,17,17,12,15,11,14,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,639
15,137,4,2,FALSE,80,7,2,11,12,11,17,17,12,15,11,14,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,639
16,154,4,2,FALSE,88,2,2,11,12,11,17,17,12,15,11,14,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,639
17,185,4,2,FALSE,107,7,5,11,12,11,17,17,12,15,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,639
18,204,6,3,FALSE,116,NA,NA,11,12,11,17,17,12,15,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,639
6,8,0,0,FALSE,6,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168
7,11,0,0,FALSE,7,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168
8,20,0,0,FALSE,14,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168
9,32,0,0,FALSE,19,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168
10,43,0,0,FALSE,29,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,168
11,47,0,0,FALSE,33,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,168
12,59,0,0,FALSE,40,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,168
13,72,0,0,FALSE,52,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,168
14,83,0,0,FALSE,59,1,1,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,168
15,87,1,1,FALSE,63,1,1,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,168
16,97,1,1,FALSE,70,1,1,10,14,14,17,17,11,15,15,16,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,168
17,105,1,1,FALSE,73,8,2,10,14,14,17,17,11,15,15,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,168
18,147,5,4,FALSE,102,NA,NA,10,14,14,17,17,11,15,15,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,168
6,9,0,0,FALSE,8,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,737
7,21,0,0,FALSE,14,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,737
8,46,0,0,FALSE,32,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,737
9,71,0,0,FALSE,45,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,737
10,113,0,0,FALSE,68,0,0,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,737
11,126,0,0,FALSE,76,0,0,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,737
12,178,0,0,FALSE,106,1,1,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,737
13,223,0,0,FALSE,129,0,0,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,737
14,256,1,1,FALSE,138,5,2,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,737
15,289,8,5,FALSE,152,3,1,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,737
16,297,13,9,FALSE,157,3,1,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,737
17,341,27,17,FALSE,189,8,4,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,737
18,352,34,22,FALSE,197,NA,NA,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,737
6,11,0,0,FALSE,11,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
7,31,0,0,FALSE,29,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
8,60,0,0,FALSE,47,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
9,94,0,0,FALSE,73,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
10,116,0,0,FALSE,93,1,1,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,518
11,181,6,0,FALSE,147,3,3,10,11,11,12,12,10,13,12,11,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,518
13,215,10,4,FALSE,146,1,1,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
14,258,22,10,FALSE,169,1,1,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
15,263,30,15,FALSE,172,37,3,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
16,300,41,19,FALSE,188,16,4,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
17,311,52,24,FALSE,190,18,7,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
18,334,68,33,FALSE,204,NA,NA,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
6,17,0,0,FALSE,10,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
7,23,0,0,FALSE,12,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
8,35,0,0,FALSE,17,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
9,38,0,0,FALSE,19,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
10,56,0,0,FALSE,31,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,151
11,72,1,0,FALSE,40,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,151
14,31,7,6,FALSE,23,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151
15,49,8,6,FALSE,36,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151
16,94,10,6,FALSE,66,3,1,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151
6,12,0,0,FALSE,6,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,255
7,30,1,0,FALSE,16,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,255
8,36,1,0,FALSE,22,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,255
9,71,1,0,FALSE,45,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,255
10,83,2,0,FALSE,54,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,255
11,103,2,0,FALSE,68,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,255
12,123,2,0,FALSE,78,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,255
13,135,3,0,FALSE,87,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,255
14,174,5,0,FALSE,115,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,255
15,195,5,0,FALSE,119,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,255
16,261,5,0,FALSE,158,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,255
17,273,5,0,FALSE,165,0,0,12,NA,10,17,17,9,NA,8,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,255
18,296,5,0,FALSE,173,NA,NA,12,NA,10,17,17,9,NA,8,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,255
6,3,0,0,FALSE,3,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,893
7,13,0,0,FALSE,9,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,893
9,25,0,0,FALSE,16,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,893
10,26,0,0,FALSE,17,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,893
11,42,0,0,FALSE,21,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,893
12,51,0,0,FALSE,21,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,893
13,64,0,0,FALSE,28,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,893
14,80,1,0,FALSE,38,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,893
16,123,1,0,FALSE,76,3,2,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,893
6,0,0,0,FALSE,0,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,424
7,0,0,0,FALSE,0,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,424
8,0,0,0,FALSE,0,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,424
9,3,0,0,FALSE,3,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,424
11,7,0,0,FALSE,6,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,424
12,11,2,2,FALSE,8,1,1,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,424
13,36,6,3,FALSE,19,0,0,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,424
14,69,7,5,FALSE,39,1,1,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,424
15,105,7,5,FALSE,57,21,3,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,424
16,142,13,7,FALSE,74,39,10,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,424
17,181,20,10,FALSE,96,16,8,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,424
10,7,0,0,FALSE,6,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,424
6,0,0,0,FALSE,0,0,0,10,10,10,12,13,12,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,351
7,0,0,0,FALSE,0,0,0,10,10,10,12,13,12,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,351
8,0,0,0,FALSE,0,0,0,10,10,10,12,13,12,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,351
9,5,0,0,FALSE,4,0,0,10,10,10,12,13,12,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,351
11,10,0,0,FALSE,6,0,0,10,10,10,12,13,12,12,12,12,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,351
12,35,3,2,FALSE,17,3,3,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
13,44,4,3,FALSE,24,0,0,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
14,79,8,6,FALSE,45,53,4,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
15,130,12,8,FALSE,74,37,5,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
16,176,25,13,FALSE,99,77,10,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
17,198,40,22,FALSE,112,110,29,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
10,9,0,0,FALSE,6,1,1,10,10,10,12,13,12,12,12,12,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,351
6,0,0,0,FALSE,0,0,0,10,NA,17,12,12,10,NA,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950
7,1,0,0,FALSE,1,0,0,10,NA,17,12,12,10,NA,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950
8,1,0,0,FALSE,1,0,0,10,NA,17,12,12,10,NA,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950
9,15,0,0,FALSE,13,0,0,10,NA,17,12,12,10,NA,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950
10,16,0,0,FALSE,13,0,0,10,NA,17,12,12,10,NA,12,11,7,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,950
11,38,0,0,FALSE,29,0,0,10,NA,17,12,12,10,NA,12,11,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,950
12,67,1,0,FALSE,46,0,0,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,950
13,110,1,0,FALSE,68,0,0,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,950
14,159,1,0,FALSE,102,0,0,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,950
15,258,1,0,FALSE,151,0,0,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,950
16,289,1,0,FALSE,166,0,0,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,950
17,324,2,0,FALSE,183,0,0,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,950
18,372,2,0,FALSE,210,NA,NA,10,NA,17,12,12,10,NA,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,950
6,11,0,0,FALSE,10,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,563
7,11,0,0,FALSE,10,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,563
8,15,1,0,FALSE,13,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,563
9,24,1,0,FALSE,18,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,563
10,31,1,0,FALSE,22,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,563
11,43,1,0,FALSE,32,2,1,12,11,11,13,13,12,12,8,11,6,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,563
12,48,2,1,FALSE,36,17,2,12,11,11,13,13,12,12,8,11,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,563
13,62,2,1,FALSE,44,53,1,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,563
14,73,3,2,FALSE,53,21,4,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,563
15,87,3,2,FALSE,62,71,9,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,563
16,109,3,2,FALSE,79,278,7,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,563
17,135,21,10,FALSE,93,28,7,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,563
18,152,35,18,FALSE,98,NA,NA,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,563
6,75,0,0,FALSE,50,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,288
7,113,2,2,FALSE,73,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,288
8,191,3,2,FALSE,115,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,288
9,221,3,2,FALSE,131,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,288
10,256,4,2,FALSE,147,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,288
11,262,9,4,FALSE,152,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,288
12,274,16,8,FALSE,158,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,288
13,288,36,17,FALSE,165,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,288
14,314,36,17,FALSE,185,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,288
15,316,4,2,FALSE,186,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288
16,336,4,2,FALSE,197,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288
17,338,10,5,FALSE,199,13,2,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288
18,338,12,7,FALSE,199,NA,NA,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288
6,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
7,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
8,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,220
9,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,220
10,3,0,0,FALSE,2,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,220
11,5,2,1,FALSE,2,3,1,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,220
13,15,4,3,FALSE,8,5,2,8,11,9,14,15,11,11,11,13,11,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,220
14,16,4,3,FALSE,8,20,3,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220
15,37,11,4,FALSE,18,2,2,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220
16,43,11,4,FALSE,22,110,9,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220
17,55,17,9,FALSE,29,78,7,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220
18,70,29,17,FALSE,38,NA,NA,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220
6,0,0,0,FALSE,0,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,465
7,10,0,0,FALSE,5,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,465
8,27,0,0,FALSE,18,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,465
9,30,0,0,FALSE,20,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,465
10,34,0,0,FALSE,23,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,465
11,48,0,0,FALSE,29,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,465
12,74,2,1,FALSE,44,1,1,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,465
13,112,2,1,FALSE,68,0,0,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,465
14,146,6,1,FALSE,81,0,0,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,465
15,167,14,7,FALSE,95,9,2,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,465
16,179,17,10,FALSE,103,32,6,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,465
17,213,26,15,FALSE,122,76,11,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,465
18,255,29,17,FALSE,147,NA,NA,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,465
6,66,0,0,FALSE,33,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,357
7,74,1,0,FALSE,36,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,357
8,124,2,1,FALSE,69,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,357
9,189,2,1,FALSE,104,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,357
10,233,2,1,FALSE,132,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,357
11,274,2,1,FALSE,153,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,357
12,287,2,1,FALSE,158,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,357
13,313,4,2,FALSE,174,1,1,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,357
14,334,16,7,FALSE,184,1,1,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,357
15,361,24,9,FALSE,202,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,357
16,376,28,10,FALSE,211,1,1,12,13,13,16,16,9,8,7,15,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,357
17,384,33,12,FALSE,218,1,1,12,13,13,16,16,9,8,7,15,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,357
18,385,40,16,FALSE,219,NA,NA,12,13,13,16,16,9,8,7,15,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,357
6,2,0,0,FALSE,2,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,521
7,10,2,2,FALSE,6,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,521
8,34,2,2,FALSE,19,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,521
9,41,4,4,FALSE,25,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,521
10,48,10,7,FALSE,29,1,1,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,521
11,95,16,10,FALSE,55,12,5,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,521
12,127,22,13,FALSE,70,37,11,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,521
