month,CDIcomp,CDIprod,CDInounprod,noCDI,CDInouncomp,CHI,CHItypes,obs_1stpoint_mo,obs_1stprodN_mo,obs_1stprod_any_mo,obs_walk3_mo,obs_walk10_mo,rep_1stpoint_mo,rep_1stprodN_mo,rep_1stprod_any_mo,rep_walk3_mo,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,subj
13,221,38,20,FALSE,118,55,8,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,521
14,242,77,48,FALSE,130,62,18,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,521
15,264,110,74,FALSE,144,116,25,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,521
16,286,143,93,FALSE,157,213,39,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,521
17,316,191,124,FALSE,176,154,54,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,521
18,336,232,150,FALSE,190,NA,NA,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,521
6,5,0,0,FALSE,2,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,274
7,53,0,0,FALSE,26,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,274
8,77,0,0,FALSE,39,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,274
9,102,0,0,FALSE,58,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,274
10,158,0,0,FALSE,97,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,274
11,192,0,0,FALSE,120,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,274
12,219,2,0,FALSE,138,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,274
13,239,8,0,FALSE,149,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,274
14,254,32,2,FALSE,159,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,274
15,296,37,2,FALSE,187,1,1,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274
16,309,40,4,FALSE,191,1,1,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274
17,330,63,23,FALSE,193,19,2,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274
18,335,138,84,FALSE,197,NA,NA,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274
9,NA,NA,NA,TRUE,NA,1,1,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,626
14,NA,NA,NA,TRUE,NA,0,0,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,626
15,NA,NA,NA,TRUE,NA,18,2,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,626
17,NA,NA,NA,TRUE,NA,5,1,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,626
18,NA,NA,NA,TRUE,NA,NA,NA,14,13,12,11,11,7,9,9,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,342
16,NA,NA,NA,TRUE,NA,0,0,8,17,13,13,13,11,14,14,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172
17,NA,NA,NA,TRUE,NA,1,1,8,17,13,13,13,11,14,14,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172
18,NA,NA,NA,TRUE,NA,NA,NA,14,15,14,12,12,8,12,12,10,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,986
7,NA,NA,NA,TRUE,NA,0,0,16,12,12,13,13,11,12,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,625
16,NA,NA,NA,TRUE,NA,39,10,16,12,12,13,13,11,12,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,625
17,NA,NA,NA,TRUE,NA,86,14,16,12,12,13,13,11,12,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,625
18,NA,NA,NA,TRUE,NA,NA,NA,16,12,12,13,13,11,12,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,625
9,NA,NA,NA,TRUE,NA,0,0,14,14,9,12,13,14,12,10,11,6,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,944
17,NA,NA,NA,TRUE,NA,0,0,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,944
18,NA,NA,NA,TRUE,NA,NA,NA,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,944
12,NA,NA,NA,TRUE,NA,0,0,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,518
12,NA,NA,NA,TRUE,NA,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,151
13,NA,NA,NA,TRUE,NA,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,151
17,NA,NA,NA,TRUE,NA,2,2,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151
18,NA,NA,NA,TRUE,NA,NA,NA,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151
8,NA,NA,NA,TRUE,NA,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,893
15,NA,NA,NA,TRUE,NA,1,1,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,893
17,NA,NA,NA,TRUE,NA,52,3,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,893
18,NA,NA,NA,TRUE,NA,NA,NA,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,893
18,NA,NA,NA,TRUE,NA,NA,NA,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,424
18,NA,NA,NA,TRUE,NA,NA,NA,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
12,NA,NA,NA,TRUE,NA,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,220
