month,noCDI,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,vocab_type,wordcount,obs3w_label,rep3w_label,obsp_label,repp_label,subj
13,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,2,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",860
14,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,3,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",860
15,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,7,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",860
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,16,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",860
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,43,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",860
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,105,NA,NA,NA,NA,860
6,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",378
7,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",378
8,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",378
9,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",378
10,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",378
11,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",378
12,FALSE,8,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CDInounprod,7,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",378
13,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,17,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",378
14,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,30,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",378
15,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,45,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",378
16,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,98,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",378
17,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,136,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",378
18,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,172,NA,NA,NA,NA,378
6,FALSE,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",294
7,FALSE,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",294
8,FALSE,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",294
9,FALSE,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",294
10,FALSE,6,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",294
11,FALSE,6,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,CDInounprod,3,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",294
12,FALSE,6,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDInounprod,8,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",294
13,FALSE,6,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,12,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",294
14,FALSE,6,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,16,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",294
15,FALSE,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,55,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",294
16,FALSE,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,91,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",294
17,FALSE,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,132,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",294
18,FALSE,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,152,NA,NA,NA,NA,294
6,FALSE,8,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",109
7,FALSE,8,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",109
8,FALSE,8,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",109
9,FALSE,8,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",109
10,FALSE,8,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",109
11,FALSE,8,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",109
12,FALSE,8,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",109
13,FALSE,8,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",109
14,FALSE,8,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,6,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",109
15,FALSE,8,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,6,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",109
16,FALSE,8,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,38,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",109
17,FALSE,8,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,53,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",109
18,FALSE,8,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,83,NA,NA,NA,NA,109
6,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",342
7,FALSE,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",342
8,FALSE,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",342
9,FALSE,7,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,CDInounprod,1,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",342
10,FALSE,7,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,CDInounprod,5,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",342
11,FALSE,7,7,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CDInounprod,8,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",342
12,FALSE,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,8,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",342
13,FALSE,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,8,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",342
14,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,8,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",342
15,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,12,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",342
16,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,12,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",342
17,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,18,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",342
6,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",268
7,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",268
8,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",268
9,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",268
10,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",268
11,FALSE,7,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,2,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",268
12,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",268
13,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",268
14,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",268
15,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,8,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",268
16,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,31,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",268
17,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,39,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",268
18,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,68,NA,NA,NA,NA,268
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",172
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",172
8,FALSE,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",172
9,FALSE,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",172
10,FALSE,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",172
11,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",172
12,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",172
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDInounprod,2,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",172
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",172
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",172
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,NA,NA,NA,NA,172
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",189
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",189
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",189
9,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",189
10,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",189
11,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,CDInounprod,1,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",189
12,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,6,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",189
13,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,8,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",189
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,8,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",189
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,12,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",189
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,21,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",189
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,40,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",189
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,72,NA,NA,NA,NA,189
6,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",986
7,FALSE,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",986
8,FALSE,8,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",986
9,FALSE,8,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",986
10,FALSE,8,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",986
11,FALSE,8,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",986
12,FALSE,8,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CDInounprod,1,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",986
13,FALSE,8,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CDInounprod,4,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",986
14,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",986
15,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,12,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",986
16,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,15,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",986
17,FALSE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,21,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",986
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",861
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",861
8,FALSE,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",861
9,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",861
10,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",861
11,FALSE,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",861
12,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,0,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",861
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,1,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",861
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",861
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",861
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",861
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,3,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",861
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,20,NA,NA,NA,NA,861
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",625
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",625
9,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",625
10,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",625
11,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,2,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",625
12,FALSE,6,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",625
13,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,8,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",625
14,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,19,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",625
15,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDInounprod,30,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",625
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",926
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",926
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",926
9,FALSE,6,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",926
10,FALSE,6,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",926
11,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",926
12,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",926
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,3,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",926
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,8,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",926
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,12,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",926
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,19,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",926
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,45,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",926
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,66,NA,NA,NA,NA,926
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",126
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",126
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",126
9,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",126
10,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",126
11,FALSE,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",126
12,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDInounprod,0,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",126
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDInounprod,0,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",126
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDInounprod,0,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",126
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,0,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",126
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",126
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,9,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",126
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,11,NA,NA,NA,NA,126
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",944
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",944
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",944
10,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",944
11,FALSE,6,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",944
12,FALSE,6,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CDInounprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",944
13,FALSE,6,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CDInounprod,2,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",944
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,3,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",944
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",944
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",944
6,FALSE,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",515
7,FALSE,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",515
8,FALSE,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",515
9,FALSE,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",515
10,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",515
11,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",515
12,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,CDInounprod,0,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",515
13,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,1,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",515
14,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDInounprod,4,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",515
