month,noCDI,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,vocab_type,wordcount,obs3w_label,rep3w_label,obsp_label,repp_label,subj
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,22,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",518
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,30,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",518
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,41,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",518
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,52,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",518
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,68,NA,NA,NA,NA,518
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",151
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",151
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",151
9,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",151
10,FALSE,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",151
11,FALSE,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDIprod,1,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",151
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,7,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",151
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,8,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",151
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,10,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",151
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",255
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,1,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",255
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,1,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",255
9,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CDIprod,1,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",255
10,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,CDIprod,2,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",255
11,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,CDIprod,2,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",255
12,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",255
13,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,3,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",255
14,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,5,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",255
15,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,5,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",255
16,FALSE,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,5,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",255
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,5,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",255
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,5,NA,NA,NA,NA,255
6,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",893
7,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",893
9,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",893
10,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",893
11,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDIprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",893
12,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDIprod,0,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",893
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,CDIprod,0,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",893
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,1,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",893
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,1,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",893
6,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",424
7,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",424
8,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",424
9,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",424
11,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,CDIprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",424
12,FALSE,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CDIprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",424
13,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDIprod,6,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",424
14,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDIprod,7,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",424
15,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDIprod,7,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",424
16,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,13,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",424
17,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,20,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",424
10,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",424
6,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",351
7,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",351
8,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",351
9,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",351
11,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CDIprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",351
12,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,3,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",351
13,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,4,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",351
14,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,8,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",351
15,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,12,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",351
16,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,25,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",351
17,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,40,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",351
10,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",351
6,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",950
7,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",950
8,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",950
9,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",950
10,FALSE,7,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",950
11,FALSE,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,CDIprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",950
12,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,1,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",950
13,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,1,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",950
14,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,1,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",950
15,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,1,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",950
16,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,1,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",950
17,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,2,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",950
18,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,2,NA,NA,NA,NA,950
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",563
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",563
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,1,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",563
9,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,1,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",563
10,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,1,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",563
11,FALSE,6,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,CDIprod,1,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",563
12,FALSE,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",563
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,2,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",563
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,3,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",563
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,3,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",563
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,3,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",563
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,21,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",563
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,35,NA,NA,NA,NA,563
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",288
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,2,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",288
8,FALSE,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,CDIprod,3,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",288
9,FALSE,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,CDIprod,3,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",288
10,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CDIprod,4,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",288
11,FALSE,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CDIprod,9,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",288
12,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,16,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",288
13,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,36,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",288
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,36,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",288
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,4,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",288
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,4,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",288
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,10,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",288
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,12,NA,NA,NA,NA,288
6,FALSE,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",220
7,FALSE,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",220
8,FALSE,11,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",220
9,FALSE,11,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",220
10,FALSE,11,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",220
11,FALSE,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,2,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",220
13,FALSE,11,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,4,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",220
14,FALSE,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,4,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",220
15,FALSE,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,11,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",220
16,FALSE,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,11,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",220
17,FALSE,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,17,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",220
18,FALSE,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,29,NA,NA,NA,NA,220
6,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",465
7,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",465
8,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",465
9,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",465
10,FALSE,7,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",465
11,FALSE,7,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,CDIprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",465
12,FALSE,7,7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CDIprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",465
13,FALSE,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDIprod,2,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",465
14,FALSE,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDIprod,6,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",465
15,FALSE,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CDIprod,14,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",465
16,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,17,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",465
17,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,26,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",465
18,FALSE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,29,NA,NA,NA,NA,465
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",357
7,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,1,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",357
8,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,CDIprod,2,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",357
9,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CDIprod,2,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",357
10,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CDIprod,2,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",357
11,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CDIprod,2,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",357
12,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,CDIprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",357
13,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,4,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",357
14,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,16,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",357
15,FALSE,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,24,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",357
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,28,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",357
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,33,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",357
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,40,NA,NA,NA,NA,357
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",521
7,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CDIprod,2,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",521
8,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,CDIprod,2,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",521
9,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,CDIprod,4,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",521
10,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,10,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",521
11,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,16,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",521
12,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,22,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",521
13,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CDIprod,38,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",521
14,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,77,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",521
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,110,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",521
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,143,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",521
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,191,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",521
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,232,NA,NA,NA,NA,521
6,FALSE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","40np, 4p",274
7,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDIprod,0,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",274
8,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDIprod,0,"44c, 0w","43c, 1w","39np, 5p","33np, 11p",274
9,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDIprod,0,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",274
10,FALSE,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CDIprod,0,"41c, 3w","37c, 7w","29np, 15p","21np, 23p",274
11,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,CDIprod,0,"36c, 8w","24c, 20w","25np, 19p","12np, 32p",274
12,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,CDIprod,2,"19c, 25w","15c, 29w","11np, 33p","6np, 38p",274
13,FALSE,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,CDIprod,8,"14c, 30w","8c, 36w","10np, 34p","3np, 41p",274
14,FALSE,6,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,CDIprod,32,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",274
15,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,37,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",274
16,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,40,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",274
17,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,63,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",274
18,FALSE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,138,NA,NA,NA,NA,274
9,TRUE,10,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,CDIprod,NA,"44c, 0w","40c, 4w","38np, 6p","26np, 18p",626
14,TRUE,10,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CDIprod,NA,"7c, 37w","4c, 40w","5np, 39p","1np, 43p",626
15,TRUE,10,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CDIprod,NA,"5c, 39w","3c, 41w","5np, 39p","1np, 43p",626
17,TRUE,10,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",626
18,TRUE,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,NA,NA,NA,NA,342
16,TRUE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",172
17,TRUE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",172
18,TRUE,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,NA,NA,NA,NA,986
7,TRUE,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CDIprod,NA,"44c, 0w","44c, 0w","44np, 0p","35np, 9p",625
16,TRUE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,"4c, 40w","0c, 44w","0np, 44p","0np, 44p",625
17,TRUE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,"0c, 44w","0c, 44w","0np, 44p","0np, 44p",625
18,TRUE,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CDIprod,NA,NA,NA,NA,NA,625
