month,CDIcomp,CDIprod,CDInounprod,noCDI,CDInouncomp,CHI,CHItypes,obs_1stpoint_mo,obs_1stprodN_mo,obs_1stprod_any_mo,obs_walk3_mo,obs_walk10_mo,rep_1stpoint_mo,rep_1stprodN_mo,rep_1stprod_any_mo,rep_walk3_mo,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,firstpoint_mo,firstwalk_mo,walk_experience,point_experience,walk_experience_zeros,point_experience_zeros,firstpoint_obs,firstwalk_obs,obs_point_exp,obs_walk_exp,subj
12,128,4,2,FALSE,72,0,0,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,13,11,1,-1,1,0,14,12,-2,0,944
13,174,3,2,FALSE,98,0,0,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,13,11,2,0,2,0,14,12,-1,1,944
14,223,7,3,FALSE,132,3,2,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,11,3,1,3,1,14,12,0,2,944
15,288,9,4,FALSE,176,0,0,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,11,4,2,4,2,14,12,1,3,944
16,339,13,4,FALSE,199,1,1,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,11,5,3,5,3,14,12,2,4,944
6,0,0,0,FALSE,0,0,0,9,14,13,10,10,6,13,13,9,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,10,-4,0,0,0,9,10,-3,-4,515
7,10,0,0,FALSE,6,0,0,9,14,13,10,10,6,13,13,9,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,10,-3,1,0,1,9,10,-2,-3,515
8,10,0,0,FALSE,6,0,0,9,14,13,10,10,6,13,13,9,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,10,-2,2,0,2,9,10,-1,-2,515
9,13,0,0,FALSE,7,0,0,9,14,13,10,10,6,13,13,9,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,6,10,-1,3,0,3,9,10,0,-1,515
10,43,0,0,FALSE,27,0,0,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,10,0,4,0,4,9,10,1,0,515
11,58,0,0,FALSE,29,0,0,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,10,1,5,1,5,9,10,2,1,515
12,98,0,0,FALSE,54,0,0,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,10,2,6,2,6,9,10,3,2,515
13,153,1,1,FALSE,80,0,0,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,3,7,3,7,9,10,4,3,515
14,212,11,4,FALSE,128,2,1,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,4,8,4,8,9,10,5,4,515
15,230,25,14,FALSE,139,3,1,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,5,9,5,9,9,10,6,5,515
16,274,28,16,FALSE,165,0,0,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,6,10,6,10,9,10,7,6,515
17,296,32,19,FALSE,178,3,2,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,7,11,7,11,9,10,8,7,515
18,337,78,46,FALSE,199,NA,NA,9,14,13,10,10,6,13,13,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,8,12,8,12,9,10,9,8,515
6,0,0,0,FALSE,0,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,13,-7,-6,0,0,13,14,-7,-8,375
7,0,0,0,FALSE,0,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,13,-6,-5,0,0,13,14,-6,-7,375
8,4,0,0,FALSE,4,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,13,-5,-4,0,0,13,14,-5,-6,375
9,24,0,0,FALSE,13,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,13,-4,-3,0,0,13,14,-4,-5,375
10,65,0,0,FALSE,44,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,13,-3,-2,0,0,13,14,-3,-4,375
11,99,2,1,FALSE,70,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,13,-2,-1,0,0,13,14,-2,-3,375
12,180,2,1,FALSE,117,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,12,13,-1,0,0,0,13,14,-1,-2,375
13,213,2,1,FALSE,133,0,0,13,14,12,14,14,12,11,11,13,8,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12,13,0,1,0,1,13,14,0,-1,375
14,230,4,1,FALSE,138,11,2,13,14,12,14,14,12,11,11,13,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,13,1,2,1,2,13,14,1,0,375
15,256,9,5,FALSE,150,5,2,13,14,12,14,14,12,11,11,13,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,13,2,3,2,3,13,14,2,1,375
16,267,13,8,FALSE,155,1,1,13,14,12,14,14,12,11,11,13,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,13,3,4,3,4,13,14,3,2,375
17,287,15,8,FALSE,166,0,0,13,14,12,14,14,12,11,11,13,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,13,4,5,4,5,13,14,4,3,375
18,300,28,18,FALSE,176,NA,NA,13,14,12,14,14,12,11,11,13,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,13,5,6,5,6,13,14,5,4,375
6,7,0,0,FALSE,6,0,0,12,13,13,11,11,6,9,9,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,11,-5,0,0,0,12,11,-6,-5,738
7,7,0,0,FALSE,6,0,0,12,13,13,11,11,6,9,9,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,11,-4,1,0,1,12,11,-5,-4,738
8,8,0,0,FALSE,7,0,0,12,13,13,11,11,6,9,9,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,11,-3,2,0,2,12,11,-4,-3,738
9,11,2,2,FALSE,8,0,0,12,13,13,11,11,6,9,9,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,6,11,-2,3,0,3,12,11,-3,-2,738
10,17,2,2,FALSE,12,0,0,12,13,13,11,11,6,9,9,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,6,11,-1,4,0,4,12,11,-2,-1,738
11,23,2,2,FALSE,16,0,0,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,11,0,5,0,5,12,11,-1,0,738
12,53,2,2,FALSE,32,0,0,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6,11,1,6,1,6,12,11,0,1,738
13,83,2,2,FALSE,52,2,2,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,2,7,2,7,12,11,1,2,738
14,165,2,2,FALSE,107,7,4,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,3,8,3,8,12,11,2,3,738
15,200,2,2,FALSE,127,0,0,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,4,9,4,9,12,11,3,4,738
16,239,14,6,FALSE,152,5,3,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,5,10,5,10,12,11,4,5,738
17,257,20,11,FALSE,160,107,12,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,6,11,6,11,12,11,5,6,738
18,308,38,15,FALSE,179,NA,NA,12,13,13,11,11,6,9,9,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,7,12,7,12,12,11,6,7,738
6,0,0,0,FALSE,0,0,0,16,14,10,11,11,14,9,9,10,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,11,-5,-8,0,0,16,11,-10,-5,575
7,0,0,0,FALSE,0,0,0,16,14,10,11,11,14,9,9,10,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,11,-4,-7,0,0,16,11,-9,-4,575
8,0,0,0,FALSE,0,0,0,16,14,10,11,11,14,9,9,10,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,11,-3,-6,0,0,16,11,-8,-3,575
9,5,2,2,FALSE,2,0,0,16,14,10,11,11,14,9,9,10,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,11,-2,-5,0,0,16,11,-7,-2,575
10,7,2,2,FALSE,3,0,0,16,14,10,11,11,14,9,9,10,9,9,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,14,11,-1,-4,0,0,16,11,-6,-1,575
11,7,2,2,FALSE,3,1,1,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,14,11,0,-3,0,0,16,11,-5,0,575
12,7,2,2,FALSE,3,0,0,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,14,11,1,-2,1,0,16,11,-4,1,575
13,8,2,2,FALSE,3,0,0,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,14,11,2,-1,2,0,16,11,-3,2,575
14,9,2,2,FALSE,3,0,0,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,14,11,3,0,3,0,16,11,-2,3,575
15,11,2,2,FALSE,5,0,0,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,14,11,4,1,4,1,16,11,-1,4,575
16,13,2,2,FALSE,6,1,1,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,11,5,2,5,2,16,11,0,5,575
17,24,2,2,FALSE,13,0,0,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,11,6,3,6,3,16,11,1,6,575
18,24,2,2,FALSE,13,NA,NA,16,14,10,11,11,14,9,9,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,11,7,4,7,4,16,11,2,7,575
6,3,0,0,FALSE,3,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,15,-9,-6,0,0,11,17,-5,-11,639
7,3,0,0,FALSE,3,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,15,-8,-5,0,0,11,17,-4,-10,639
8,5,0,0,FALSE,4,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,15,-7,-4,0,0,11,17,-3,-9,639
9,15,0,0,FALSE,9,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,15,-6,-3,0,0,11,17,-2,-8,639
10,34,0,0,FALSE,21,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,15,-5,-2,0,0,11,17,-1,-7,639
11,53,1,0,FALSE,29,0,0,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,12,15,-4,-1,0,0,11,17,0,-6,639
12,76,2,0,FALSE,41,3,3,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,12,15,-3,0,0,0,11,17,1,-5,639
13,88,2,0,FALSE,47,1,1,11,12,11,17,17,12,15,11,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,12,15,-2,1,0,1,11,17,2,-4,639
14,118,2,0,FALSE,66,1,1,11,12,11,17,17,12,15,11,14,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12,15,-1,2,0,2,11,17,3,-3,639
15,137,4,2,FALSE,80,7,2,11,12,11,17,17,12,15,11,14,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12,15,0,3,0,3,11,17,4,-2,639
16,154,4,2,FALSE,88,2,2,11,12,11,17,17,12,15,11,14,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12,15,1,4,1,4,11,17,5,-1,639
17,185,4,2,FALSE,107,7,5,11,12,11,17,17,12,15,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,15,2,5,2,5,11,17,6,0,639
18,204,6,3,FALSE,116,NA,NA,11,12,11,17,17,12,15,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,15,3,6,3,6,11,17,7,1,639
6,8,0,0,FALSE,6,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,16,-10,-5,0,0,10,17,-4,-11,168
7,11,0,0,FALSE,7,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,16,-9,-4,0,0,10,17,-3,-10,168
8,20,0,0,FALSE,14,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,16,-8,-3,0,0,10,17,-2,-9,168
9,32,0,0,FALSE,19,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,16,-7,-2,0,0,10,17,-1,-8,168
10,43,0,0,FALSE,29,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,16,-6,-1,0,0,10,17,0,-7,168
11,47,0,0,FALSE,33,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,16,-5,0,0,0,10,17,1,-6,168
12,59,0,0,FALSE,40,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,16,-4,1,0,1,10,17,2,-5,168
13,72,0,0,FALSE,52,0,0,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,16,-3,2,0,2,10,17,3,-4,168
14,83,0,0,FALSE,59,1,1,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,11,16,-2,3,0,3,10,17,4,-3,168
15,87,1,1,FALSE,63,1,1,10,14,14,17,17,11,15,15,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11,16,-1,4,0,4,10,17,5,-2,168
16,97,1,1,FALSE,70,1,1,10,14,14,17,17,11,15,15,16,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11,16,0,5,0,5,10,17,6,-1,168
17,105,1,1,FALSE,73,8,2,10,14,14,17,17,11,15,15,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,16,1,6,1,6,10,17,7,0,168
18,147,5,4,FALSE,102,NA,NA,10,14,14,17,17,11,15,15,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,16,2,7,2,7,10,17,8,1,168
6,9,0,0,FALSE,8,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,-4,-4,0,0,14,10,-8,-4,737
7,21,0,0,FALSE,14,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,-3,-3,0,0,14,10,-7,-3,737
8,46,0,0,FALSE,32,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,-2,-2,0,0,14,10,-6,-2,737
9,71,0,0,FALSE,45,0,0,14,12,10,10,10,10,14,14,10,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,-1,-1,0,0,14,10,-5,-1,737
10,113,0,0,FALSE,68,0,0,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10,10,0,0,0,0,14,10,-4,0,737
11,126,0,0,FALSE,76,0,0,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10,10,1,1,1,1,14,10,-3,1,737
12,178,0,0,FALSE,106,1,1,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10,10,2,2,2,2,14,10,-2,2,737
13,223,0,0,FALSE,129,0,0,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10,10,3,3,3,3,14,10,-1,3,737
14,256,1,1,FALSE,138,5,2,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,4,4,4,4,14,10,0,4,737
15,289,8,5,FALSE,152,3,1,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,5,5,5,5,14,10,1,5,737
16,297,13,9,FALSE,157,3,1,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,6,6,6,6,14,10,2,6,737
17,341,27,17,FALSE,189,8,4,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7,7,7,7,14,10,3,7,737
18,352,34,22,FALSE,197,NA,NA,14,12,10,10,10,10,14,14,10,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8,8,8,8,14,10,4,8,737
6,11,0,0,FALSE,11,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,11,-5,-4,0,0,10,12,-4,-6,518
7,31,0,0,FALSE,29,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,11,-4,-3,0,0,10,12,-3,-5,518
8,60,0,0,FALSE,47,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,11,-3,-2,0,0,10,12,-2,-4,518
9,94,0,0,FALSE,73,0,0,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,11,-2,-1,0,0,10,12,-1,-3,518
10,116,0,0,FALSE,93,1,1,10,11,11,12,12,10,13,12,11,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,11,-1,0,0,0,10,12,0,-2,518
11,181,6,0,FALSE,147,3,3,10,11,11,12,12,10,13,12,11,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,11,0,1,0,1,10,12,1,-1,518
13,215,10,4,FALSE,146,1,1,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,2,3,2,3,10,12,3,1,518
14,258,22,10,FALSE,169,1,1,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,3,4,3,4,10,12,4,2,518
15,263,30,15,FALSE,172,37,3,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,4,5,4,5,10,12,5,3,518
16,300,41,19,FALSE,188,16,4,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,5,6,5,6,10,12,6,4,518
17,311,52,24,FALSE,190,18,7,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,6,7,6,7,10,12,7,5,518
18,334,68,33,FALSE,204,NA,NA,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,7,8,7,8,10,12,8,6,518
6,17,0,0,FALSE,10,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,14,-8,-5,0,0,10,12,-4,-6,151
7,23,0,0,FALSE,12,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,14,-7,-4,0,0,10,12,-3,-5,151
8,35,0,0,FALSE,17,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,14,-6,-3,0,0,10,12,-2,-4,151
9,38,0,0,FALSE,19,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,14,-5,-2,0,0,10,12,-1,-3,151
10,56,0,0,FALSE,31,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,14,-4,-1,0,0,10,12,0,-2,151
11,72,1,0,FALSE,40,0,0,10,16,14,12,13,12,14,12,12,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,14,-3,0,0,0,10,12,1,-1,151
14,31,7,6,FALSE,23,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,14,0,3,0,3,10,12,4,2,151
15,49,8,6,FALSE,36,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,14,1,4,1,4,10,12,5,3,151
16,94,10,6,FALSE,66,3,1,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,14,2,5,2,5,10,12,6,4,151
6,12,0,0,FALSE,6,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,17,-11,-3,0,0,12,17,-6,-11,255
7,30,1,0,FALSE,16,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,17,-10,-2,0,0,12,17,-5,-10,255
8,36,1,0,FALSE,22,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,17,-9,-1,0,0,12,17,-4,-9,255
9,71,1,0,FALSE,45,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,17,-8,0,0,0,12,17,-3,-8,255
10,83,2,0,FALSE,54,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,9,17,-7,1,0,1,12,17,-2,-7,255
11,103,2,0,FALSE,68,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,9,17,-6,2,0,2,12,17,-1,-6,255
12,123,2,0,FALSE,78,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,17,-5,3,0,3,12,17,0,-5,255
13,135,3,0,FALSE,87,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,17,-4,4,0,4,12,17,1,-4,255
14,174,5,0,FALSE,115,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,17,-3,5,0,5,12,17,2,-3,255
15,195,5,0,FALSE,119,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,17,-2,6,0,6,12,17,3,-2,255
16,261,5,0,FALSE,158,0,0,12,NA,10,17,17,9,NA,8,16,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,17,-1,7,0,7,12,17,4,-1,255
17,273,5,0,FALSE,165,0,0,12,NA,10,17,17,9,NA,8,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,17,0,8,0,8,12,17,5,0,255
18,296,5,0,FALSE,173,NA,NA,12,NA,10,17,17,9,NA,8,16,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,17,1,9,1,9,12,17,6,1,255
6,3,0,0,FALSE,3,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,11,-5,0,0,0,8,11,-2,-5,893
7,13,0,0,FALSE,9,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,11,-4,1,0,1,8,11,-1,-4,893
9,25,0,0,FALSE,16,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6,11,-2,3,0,3,8,11,1,-2,893
10,26,0,0,FALSE,17,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,6,11,-1,4,0,4,8,11,2,-1,893
11,42,0,0,FALSE,21,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6,11,0,5,0,5,8,11,3,0,893
12,51,0,0,FALSE,21,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6,11,1,6,1,6,8,11,4,1,893
13,64,0,0,FALSE,28,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6,11,2,7,2,7,8,11,5,2,893
14,80,1,0,FALSE,38,0,0,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,3,8,3,8,8,11,6,3,893
16,123,1,0,FALSE,76,3,2,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,5,10,5,10,8,11,8,5,893
6,0,0,0,FALSE,0,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-6,-7,0,0,16,12,-10,-6,424
7,0,0,0,FALSE,0,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-5,-6,0,0,16,12,-9,-5,424
8,0,0,0,FALSE,0,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-4,-5,0,0,16,12,-8,-4,424
9,3,0,0,FALSE,3,0,0,16,12,11,12,12,13,12,12,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-3,-4,0,0,16,12,-7,-3,424
